name,symbol,description,parcellation_term_set_label,parcellation_terminology_label,parcellation_term_identifier,parcellation_term_order,parcellation_parent_term_set_label,parcellation_parent_term_identifier
principal sensory nucleus of trigeminal nerve,Pr5,principal sensory nucleus of trigeminal nerve,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12444,2780,ADHBA_Terminology_2016_All,DHBA:12436
dorsomedial nucleus of Pr5,Pr5dm,dorsomedial nucleus of Pr5,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12445,2781,ADHBA_Terminology_2016_All,DHBA:12444
ventrolateral nucleus of Pr5,Pr5vl,ventrolateral nucleus of Pr5,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12446,2782,ADHBA_Terminology_2016_All,DHBA:12444
"spinal nucleus of trigeminal nerve, oral subnucleus",Sp5o,"spinal nucleus of trigeminal nerve, oral subnucleus",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12447,2783,ADHBA_Terminology_2016_All,DHBA:12436
vestibular nuclei in pons,8Ve-p,vestibular nuclei in pons,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12448,2784,ADHBA_Terminology_2016_All,DHBA:12436
lateral vestibular nucleus,LVe,lateral vestibular nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12449,2785,ADHBA_Terminology_2016_All,DHBA:12448
"lateral vestibular nucleus, magnocellular part",LVeMC,"lateral vestibular nucleus, magnocellular part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12450,2786,ADHBA_Terminology_2016_All,DHBA:12449
"lateral vestibular nucleus, parvicellular part",LVePC,"lateral vestibular nucleus, parvicellular part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12451,2787,ADHBA_Terminology_2016_All,DHBA:12449
superior vestibular nucleus,SuVe,superior vestibular nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12452,2788,ADHBA_Terminology_2016_All,DHBA:12448
ventral tegmental nucleus,VTg,ventral tegmental nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12266,2789,ADHBA_Terminology_2016_All,DHBA:12416
"ventral tegmental nucleus, rostral extension",VTgR,"ventral tegmental nucleus, rostral extension",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:146034960,2790,ADHBA_Terminology_2016_All,DHBA:12266
"ventral tegmental nucleus, infrafascicular part",VTgI,"ventral tegmental nucleus, infrafascicular part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12267,2791,ADHBA_Terminology_2016_All,DHBA:12266
"ventral tegmental nucleus, principal part",VTgP,"ventral tegmental nucleus, principal part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12268,2792,ADHBA_Terminology_2016_All,DHBA:12266
"ventral tegmental nucleus, suprafascicular part",VTgS,"ventral tegmental nucleus, suprafascicular part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12269,2793,ADHBA_Terminology_2016_All,DHBA:12266
auditory relay nuclei in pons,PnAR,auditory relay nuclei in pons,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12453,2794,ADHBA_Terminology_2016_All,DHBA:12416
nuclei of lateral lemniscus,LLN,nuclei of lateral lemniscus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12454,2795,ADHBA_Terminology_2016_All,DHBA:12453
dorsal nucleus of lateral lemniscus,DLL,dorsal nucleus of lateral lemniscus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12455,2796,ADHBA_Terminology_2016_All,DHBA:12454
intermediate nucleus of lateral lemniscus,ILL,intermediate nucleus of lateral lemniscus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12456,2797,ADHBA_Terminology_2016_All,DHBA:12454
ventral nucleus of lateral lemniscus,VLL,ventral nucleus of lateral lemniscus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12457,2798,ADHBA_Terminology_2016_All,DHBA:12454
nucleus of trapezoid body,TrZ,nucleus of trapezoid body,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12458,2799,ADHBA_Terminology_2016_All,DHBA:12453
lateral nucleus of trapezoid body,TrZl,lateral nucleus of trapezoid body,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12459,2800,ADHBA_Terminology_2016_All,DHBA:12458
medial nucleus of trapezoid body,TrZm,medial nucleus of trapezoid body,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12460,2801,ADHBA_Terminology_2016_All,DHBA:12458
ventral nucleus of trapezoid body,TrZv,ventral nucleus of trapezoid body,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12461,2802,ADHBA_Terminology_2016_All,DHBA:12458
superior olivary complex,SOC,superior olivary complex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12462,2803,ADHBA_Terminology_2016_All,DHBA:12453
periolivary nuclei,POI,periolivary nuclei,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12464,2804,ADHBA_Terminology_2016_All,DHBA:12462
lateral periolivary nucleus,LPOI,lateral periolivary nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12465,2805,ADHBA_Terminology_2016_All,DHBA:12464
medial periolivary nucleus,MPOI,medial periolivary nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12466,2806,ADHBA_Terminology_2016_All,DHBA:12464
retro-olivary cell group,RO,retro-olivary cell group,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12467,2807,ADHBA_Terminology_2016_All,DHBA:12462
superior olivary nucleus,SOI,superior olivary nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12468,2808,ADHBA_Terminology_2016_All,DHBA:12462
lateral superior olivary nucleus,LSO,lateral superior olivary nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12469,2809,ADHBA_Terminology_2016_All,DHBA:12468
medial superior olive,MSO,medial superior olive,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12470,2810,ADHBA_Terminology_2016_All,DHBA:12468
superior paraolivary nucleus,SPO,superior paraolivary nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12463,2811,ADHBA_Terminology_2016_All,DHBA:12462
preolivary nucleus,PrO,preolivary nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441709,2812,ADHBA_Terminology_2016_All,DHBA:12453
raphe pontis nucleus,PnRa,raphe pontis nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12471,2813,ADHBA_Terminology_2016_All,DHBA:12416
dorsal raphe nucleus,DR-p,dorsal raphe nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12472,2814,ADHBA_Terminology_2016_All,DHBA:12471
median raphe nucleus,MnR-p,median raphe nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12473,2815,ADHBA_Terminology_2016_All,DHBA:12471
"paramedian raphe nucleus, reticular part",PMnRt,"paramedian raphe nucleus, reticular part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12474,2816,ADHBA_Terminology_2016_All,DHBA:12471
raphe pontis nucleus,PRn,raphe pontis nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12475,2817,ADHBA_Terminology_2016_All,DHBA:12471
raphe interpositus nucleus,RIP,raphe interpositus nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12476,2818,ADHBA_Terminology_2016_All,DHBA:12471
Pontine reticular formation,PnRF,Pontine reticular formation,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12480,2819,ADHBA_Terminology_2016_All,DHBA:12416
parabrachial nuclei,PB,parabrachial nuclei,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12481,2820,ADHBA_Terminology_2016_All,DHBA:12480
lateral parabrachial nucleus,LPB,lateral parabrachial nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12482,2821,ADHBA_Terminology_2016_All,DHBA:12481
"lateral parabrachial nucleus, central part",LPBc,"lateral parabrachial nucleus, central part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12483,2822,ADHBA_Terminology_2016_All,DHBA:12482
"lateral parabrachial nucleus, dorsal part",LPBd,"lateral parabrachial nucleus, dorsal part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12484,2823,ADHBA_Terminology_2016_All,DHBA:12482
"lateral parabrachial nucleus, external part",LPBe,"lateral parabrachial nucleus, external part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12485,2824,ADHBA_Terminology_2016_All,DHBA:12482
"lateral parabrachial nucleus, superior part",LPBs,"lateral parabrachial nucleus, superior part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12486,2825,ADHBA_Terminology_2016_All,DHBA:12482
medial parabrachial nucleus,MPB,medial parabrachial nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12487,2826,ADHBA_Terminology_2016_All,DHBA:12481
"medial parabrachial nucleus, external part",MPBe,"medial parabrachial nucleus, external part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12488,2827,ADHBA_Terminology_2016_All,DHBA:12487
"medial parabrachial nucleus, medial part",MPBm,"medial parabrachial nucleus, medial part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12489,2828,ADHBA_Terminology_2016_All,DHBA:12487
subpeduncular pigmented nucleus,SPP,subpeduncular pigmented nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12490,2829,ADHBA_Terminology_2016_All,DHBA:12481
subparabrachial nucleus,SPB,subparabrachial nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12491,2830,ADHBA_Terminology_2016_All,DHBA:12481
reticular nuclei of pons,PnRt,reticular nuclei of pons,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12492,2831,ADHBA_Terminology_2016_All,DHBA:12480
"pontine reticular nucleus, caudal part",PnC,"pontine reticular nucleus, caudal part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12493,2832,ADHBA_Terminology_2016_All,DHBA:12492
"pontine reticular nucleus, oral part",PnO,"pontine reticular nucleus, oral part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12494,2833,ADHBA_Terminology_2016_All,DHBA:12492
paralemniscal nucleus,PLN,paralemniscal nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12495,2834,ADHBA_Terminology_2016_All,DHBA:12492
paramedian reticular nucleus,PMn,paramedian reticular nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12496,2835,ADHBA_Terminology_2016_All,DHBA:12492
reticulotegmental nucleus,RtTg,reticulotegmental nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12497,2836,ADHBA_Terminology_2016_All,DHBA:12492
"reticulotegmental nucleus, dorsal part",RtTgD,"reticulotegmental nucleus, dorsal part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:15555,2837,ADHBA_Terminology_2016_All,DHBA:12492
group of noradrenergic neurons in pons,PnNA,group of noradrenergic neurons in pons,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12498,2838,ADHBA_Terminology_2016_All,DHBA:12416
nucleus coeruleus,NC,nucleus coeruleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12499,2839,ADHBA_Terminology_2016_All,DHBA:12498
subcoeruleus nucleus,SubC,subcoeruleus nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12500,2840,ADHBA_Terminology_2016_All,DHBA:12498
"subcoeruleus nucleus, dorsal part",SubCd,"subcoeruleus nucleus, dorsal part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12501,2841,ADHBA_Terminology_2016_All,DHBA:12500
"subcoeruleus nucleus, ventral part",SubCv,"subcoeruleus nucleus, ventral part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12502,2842,ADHBA_Terminology_2016_All,DHBA:12500
other nuclei in pontine tegmentum,XPnTg,other nuclei in pontine tegmentum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12503,2843,ADHBA_Terminology_2016_All,DHBA:12416
accessory trigeminal nucleus,Acs5,accessory trigeminal nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12504,2844,ADHBA_Terminology_2016_All,DHBA:12503
alar interstitial nucleus,AInS,alar interstitial nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12505,2845,ADHBA_Terminology_2016_All,DHBA:12503
B9 serotonin cells,B9,B9 serotonin cells,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:15556,2846,ADHBA_Terminology_2016_All,DHBA:12503
Barrington's nucleus,Bar,Barrington's nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12506,2847,ADHBA_Terminology_2016_All,DHBA:12503
central gray of pons,PnCG,central gray of pons,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:146034964,2848,ADHBA_Terminology_2016_All,DHBA:12503
central nucleus of acoustic tract,CAT,central nucleus of acoustic tract,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12507,2849,ADHBA_Terminology_2016_All,DHBA:12503
dorsal tegmental nucleus,DTg,dorsal tegmental nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12508,2850,ADHBA_Terminology_2016_All,DHBA:12503
"dorsal tegmental nucleus, central part",DTgC,"dorsal tegmental nucleus, central part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12509,2851,ADHBA_Terminology_2016_All,DHBA:12508
"dorsal tegmental nucleus, pericentral part",DTgP,"dorsal tegmental nucleus, pericentral part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12510,2852,ADHBA_Terminology_2016_All,DHBA:12508
dorsomedial tegmental area,DMTg,dorsomedial tegmental area,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:15557,2853,ADHBA_Terminology_2016_All,DHBA:12503
ependyma and subependymal layers of pons,PnE,ependyma and subependymal layers of pons,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:146034968,2854,ADHBA_Terminology_2016_All,DHBA:12503
epicoeruleus nucleus,EpC,epicoeruleus nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12512,2855,ADHBA_Terminology_2016_All,DHBA:12503
pontine gamma nucleus,PnG,pontine gamma nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12513,2856,ADHBA_Terminology_2016_All,DHBA:12503
intermediate interstitial nucleus of medial longitudinal fasciculus,IIMLF,intermediate interstitial nucleus of medial longitudinal fasciculus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12514,2857,ADHBA_Terminology_2016_All,DHBA:12503
interstitial nucleus of medial longitudinal fasciculus,IMLF,interstitial nucleus of medial longitudinal fasciculus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12515,2858,ADHBA_Terminology_2016_All,DHBA:12503
intertrigeminal nucleus,I5,intertrigeminal nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12516,2859,ADHBA_Terminology_2016_All,DHBA:12503
juxtaolivary nucleus,JxO,juxtaolivary nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12517,2860,ADHBA_Terminology_2016_All,DHBA:12503
Koelliker-Fuse nucleus,KF,Koelliker-Fuse nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12518,2861,ADHBA_Terminology_2016_All,DHBA:12503
laterodorsal tegmental nucleus,LDTg,laterodorsal tegmental nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12519,2862,ADHBA_Terminology_2016_All,DHBA:12503
"laterodorsal tegmental nucleus, dorsal part",LDTgD,"laterodorsal tegmental nucleus, dorsal part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12520,2863,ADHBA_Terminology_2016_All,DHBA:12519
"laterodorsal tegmental nucleus, ventral part",LDTgV,"laterodorsal tegmental nucleus, ventral part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12521,2864,ADHBA_Terminology_2016_All,DHBA:12519
nucleus incertus,NI,nucleus incertus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:146034972,2865,ADHBA_Terminology_2016_All,DHBA:12503
nucleus K,K,nucleus K,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12522,2866,ADHBA_Terminology_2016_All,DHBA:12503
nucleus L,L,nucleus L,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12523,2867,ADHBA_Terminology_2016_All,DHBA:12503
paraabducens nucleus,Pa6,paraabducens nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12524,2868,ADHBA_Terminology_2016_All,DHBA:12503
pericuneate nuclei,PCuN,pericuneate nuclei,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12525,2869,ADHBA_Terminology_2016_All,DHBA:12503
lateral pericuneate nucleus,LPCu,lateral pericuneate nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12526,2870,ADHBA_Terminology_2016_All,DHBA:12525
medial pericuneate nucleus,MPCu,medial pericuneate nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12527,2871,ADHBA_Terminology_2016_All,DHBA:12525
perifacial zone,PF7,perifacial zone,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12425,2872,ADHBA_Terminology_2016_All,DHBA:12503
"pontobulbar nucleus, inferior part",PnBi,"pontobulbar nucleus, inferior part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12528,2873,ADHBA_Terminology_2016_All,DHBA:12503
peritrigeminal zone,P5,peritrigeminal zone,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12529,2874,ADHBA_Terminology_2016_All,DHBA:12503
retrofacial nucleus,R7,retrofacial nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12530,2875,ADHBA_Terminology_2016_All,DHBA:12503
retrotrapezoid nucleus,RTz,retrotrapezoid nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12531,2876,ADHBA_Terminology_2016_All,DHBA:12503
trigeminal nuclei,5N,trigeminal nuclei,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441713,2877,ADHBA_Terminology_2016_All,DHBA:12503
ventrolateral tegmental nucleus,VLTg,ventrolateral tegmental nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12534,2878,ADHBA_Terminology_2016_All,DHBA:12503
supragenual nucleus,SGe,supragenual nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12662,2879,ADHBA_Terminology_2016_All,DHBA:12503
myelencephalon (medulla oblongata),Mo,myelencephalon (medulla oblongata),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10662,2880,ADHBA_Terminology_2016_All,DHBA:10654
pyramidal part of medulla oblongata,MoPy,pyramidal part of medulla oblongata,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12535,2881,ADHBA_Terminology_2016_All,DHBA:10662
arcuate nucleus of medulla oblongata,Ar,arcuate nucleus of medulla oblongata,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12536,2882,ADHBA_Terminology_2016_All,DHBA:12535
conterminal nucleus,Ct,conterminal nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12537,2883,ADHBA_Terminology_2016_All,DHBA:12535
tegmentum of medulla oblongata,MoTg,tegmentum of medulla oblongata,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12538,2884,ADHBA_Terminology_2016_All,DHBA:10662
efferent nuclei of cranial nerves in the medulla oblongata,MoEN,efferent nuclei of cranial nerves in the medulla oblongata,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12539,2885,ADHBA_Terminology_2016_All,DHBA:12538
ambiguus nucleus,Amb,ambiguus nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12540,2886,ADHBA_Terminology_2016_All,DHBA:12539
"ambiguus nucleus, compact part",AmbC,"ambiguus nucleus, compact part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12541,2887,ADHBA_Terminology_2016_All,DHBA:12540
"ambiguus nucleus, loose part",AmbL,"ambiguus nucleus, loose part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12542,2888,ADHBA_Terminology_2016_All,DHBA:12540
"ambiguus nucleus, semicompact part",AmbSC,"ambiguus nucleus, semicompact part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12543,2889,ADHBA_Terminology_2016_All,DHBA:12540
hypoglossal nucleus,12N,hypoglossal nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12545,2890,ADHBA_Terminology_2016_All,DHBA:12539
"hypoglossal nucleus, geniohyoid part",12GH,"hypoglossal nucleus, geniohyoid part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12546,2891,ADHBA_Terminology_2016_All,DHBA:12545
"hypoglossal nucleus, lateral part",12L,"hypoglossal nucleus, lateral part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12547,2892,ADHBA_Terminology_2016_All,DHBA:12545
"hypoglossal nucleus, medial part",12M,"hypoglossal nucleus, medial part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12548,2893,ADHBA_Terminology_2016_All,DHBA:12545
"hypoglossal nucleus, ventral part",12V,"hypoglossal nucleus, ventral part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12549,2894,ADHBA_Terminology_2016_All,DHBA:12545
inferior salivatory nucleus,InSV,inferior salivatory nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12544,2895,ADHBA_Terminology_2016_All,DHBA:12539
dorsal motor nucleus of the vagus (vagal nucleus),10N,dorsal motor nucleus of the vagus (vagal nucleus),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12550,2896,ADHBA_Terminology_2016_All,DHBA:12539
"dorsal motor nucleus of vagus, caudointermediate part",10CaI,"dorsal motor nucleus of vagus, caudointermediate part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12551,2897,ADHBA_Terminology_2016_All,DHBA:12550
"dorsal motor nucleus of vagus, centrointermediate part",10CeI,"dorsal motor nucleus of vagus, centrointermediate part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12552,2898,ADHBA_Terminology_2016_All,DHBA:12550
"dorsal motor nucleus of vagus, dorsointermediate part",10DI,"dorsal motor nucleus of vagus, dorsointermediate part",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:12553,2899,ADHBA_Terminology_2016_All,DHBA:12550
